seller_id,category,cohort_month,first_sale_date,last_sale_date,total_sales,total_gmv,velocity,delivery_sla,avg_review,days_since_last,health_score,at_risk,second_sale_30d,active_30_90,fifth_sale
0241d4d5d36f10f80c644447315af0bd,furniture_decor,2017-10,2017-10-08 19:00:03,2018-08-28 15:11:49,238,31397.7,5.0638297872340425,0.943089430894309,4.278225806451613,5,86.3,False,True,True,True
0249d282d911d23cb8b869ab49c99f53,sports_leisure,2017-09,2017-09-18 20:48:19,2018-03-22 22:37:56,11,393.0,0.22063037249283668,0.8181818181818182,4.2727272727272725,164,55.5,False,True,True,True
024b564ae893ce8e9bfa02c10a401ece,market_place,2016-10,2016-10-05 12:41:38,2017-02-12 18:46:20,2,706.4000000000001,0.020086083213773316,1.0,4.75,567,40.0,True,False,False,False
028872bfa080090a9d0abd4f1af168f8,unknown,2017-08,2017-08-19 09:10:45,2017-08-19 09:10:45,1,70.5,0.018469656992084433,1.0,5.0,379,50.9,False,False,False,False
02a2272692e13558373c66db98f05e2e,telephony,2017-02,2017-02-06 15:33:57,2017-03-08 11:51:41,2,54.98,0.02443280977312391,0.9757566852776962,3.0,543,32.0,True,True,False,False
02c988090b766852e088c69d7fb3b551,signaling_and_security,2017-07,2017-07-16 12:39:50,2018-08-15 09:44:30,13,1618.65,0.22033898305084745,1.0,4.6875,18,68.6,False,True,True,True
02d35243ea2e497335cd0f076b45675d,furniture_decor,2017-04,2017-04-29 22:33:10,2018-08-02 17:53:47,14,5794.0,0.19959266802443992,0.625,2.6875,31,50.4,False,False,True,True
02dcd3e8e25bee036e32512bcf175493,stationery,2017-10,2017-10-28 12:09:33,2018-08-22 16:20:30,14,1491.9,0.3171521035598705,0.6666666666666666,3.3157894736842106,11,55.9,False,False,False,True
02ecc2a19303f05e59ce133fd923fff7,garden_tools,2017-06,2017-06-18 18:04:34,2018-08-21 20:13:02,21,5264.1900000000005,0.3333333333333333,1.0,4.541666666666667,12,68.7,False,False,False,True
02f5837340d7eb4f653d676c7256523a,luggage_accessories,2017-11,2017-11-01 20:55:07,2018-08-08 14:13:58,30,3883.05,0.6885245901639344,0.9666666666666667,4.833333333333333,25,70.3,False,True,True,True
02f623a8eb246f3c5f7c2f96462654e6,sports_leisure,2018-04,2018-04-25 15:13:02,2018-08-22 23:52:12,44,6378.0,2.3692307692307693,0.9090909090909091,4.558139534883721,11,75.5,False,True,True,True
0307f7565ff85b299b6e5ef162b1b1a9,cool_stuff,2016-10,2016-10-10 18:09:39,2017-05-25 07:49:44,7,4728.8,0.07080924855491329,1.0,3.142857142857143,466,37.4,True,False,False,True
0336182e1b3e92f029d5354832045fdf,furniture_decor,2016-10,2016-10-05 19:09:33,2016-10-05 19:09:33,1,29.8,0.010043041606886658,1.0,2.0,697,25.0,True,False,False,False
034b9387752bfa309f350a70cd45ffa3,toys,2018-04,2018-04-11 15:53:57,2018-08-22 16:05:04,8,96.0,0.38888888888888884,1.0,4.5,11,68.8,False,True,True,True
038b75b729c8a9a04b0d07cba7eabe86,housewares,2018-04,2018-04-20 12:29:17,2018-04-22 18:42:38,2,467.0,0.10370370370370371,0.5,3.5,133,46.3,True,True,False,False
039b29ff3b3473435d0cd59040575de9,music,2018-04,2018-04-26 11:32:03,2018-08-23 13:56:52,9,114.9,0.48837209302325585,1.0,4.444444444444445,10,69.0,False,True,True,True
039e6ad9dae79614493083e241147386,garden_tools,2018-04,2018-04-03 11:35:18,2018-07-10 20:53:38,5,12925.0,0.23026315789473684,0.8,4.0,54,59.4,False,True,True,True
03a2a6dcbe45d639c4dc2a0d24769c40,garden_tools,2018-03,2018-03-13 08:11:07,2018-08-15 18:21:14,9,1078.41,0.3620689655172414,0.8888888888888888,4.111111111111111,18,64.1,False,True,True,True
03bd479e1d9484cdb14104d3023f7321,auto,2018-05,2018-05-09 17:37:03,2018-07-24 17:28:41,3,359.70000000000005,0.18103448275862066,0.6666666666666666,4.333333333333333,40,58.9,False,False,True,False
0417b067eeab773d2f7061a726dc477f,auto,2018-03,2018-03-01 20:13:18,2018-08-20 12:38:56,13,1859.18,0.4918918918918919,0.6923076923076923,3.923076923076923,13,60.1,False,True,True,True
042573af89b6d931f672efaf789d8358,small_appliances,2018-01,2018-01-21 17:44:36,2018-02-11 13:08:02,3,413.48,0.09375,0.6666666666666666,3.6666666666666665,203,46.9,True,True,False,False
04308b1ee57b6625f47df1d56f00eedf,health_beauty,2017-11,2017-11-14 16:57:33,2018-08-12 00:13:50,94,60130.6,2.2534246575342465,0.8804347826086957,3.882978723404255,22,70.5,False,True,True,True
0432ead42b6c8a0bdf68154add917fdf,toys,2017-04,2017-04-02 16:31:42,2018-07-27 18:03:57,85,7792.1,1.1486486486486487,0.9655172413793104,4.477777777777778,37,69.8,False,True,True,True
048c2757535328e0d7dac690ad3c0aae,fashion_shoes,2017-03,2017-03-04 15:23:15,2018-08-21 16:31:46,51,9264.78,0.6526508226691042,0.86,4.18,12,65.4,False,True,True,True
04aa0a1c5ce6b222003403a3e11c3cc0,auto,2017-03,2017-03-22 17:10:13,2018-01-24 11:40:28,11,5518.0,0.14555765595463138,0.8823529411764706,3.5294117647058822,221,49.8,False,True,True,True
04aba03279157f6d4e0fe8ccaf21963c,health_beauty,2017-05,2017-05-10 11:51:13,2018-08-26 13:25:25,16,2575.9,0.23333333333333334,0.9333333333333333,4.3125,7,66.1,False,True,False,True
04e38a233f726ef161074ab1c9b0399a,sports_leisure,2017-09,2017-09-15 00:53:25,2018-05-05 21:12:28,23,1352.2,0.45609065155807366,0.875,3.7857142857142856,120,57.4,False,True,True,True
04fdea0c111866e6cf812f1570d6b5bd,computers_accessories,2017-10,2017-10-14 09:11:45,2018-01-31 13:57:40,10,1055.0,0.21671826625386995,0.875,3.2,214,48.7,True,False,True,True
0509040ea3fe50071181bbc359eb7738,sports_leisure,2017-05,2017-05-03 14:22:02,2018-08-02 12:05:18,89,3737.95,1.2792607802874745,0.9375,4.5,31,70.2,False,True,True,True
052577151711aec5c744fe12e66db3e1,small_appliances,2017-10,2017-10-26 18:35:40,2017-12-20 12:01:34,4,2748.0,0.09003215434083602,1.0,2.25,256,43.7,True,True,True,False
054694fa03fe82cec4b7551487331d74,small_appliances,2017-01,2017-01-07 17:20:56,2018-04-09 16:57:00,21,9983.1,0.24378109452736318,0.7142857142857143,3.3636363636363638,146,49.9,False,True,True,True
056b4ada5bbc2c50cc7842547dda6b51,watches_gifts,2017-12,2017-12-01 10:20:48,2018-08-23 13:21:08,65,12333.390000000001,1.6545454545454545,0.8923076923076924,4.123076923076923,10,70.1,False,True,True,True
0570350b23eda5444f8d1d9544932058,perfumery,2018-04,2018-04-12 23:43:37,2018-05-22 20:17:22,6,626.9,0.29370629370629375,1.0,5.0,103,66.2,False,True,True,True
058cb5aeb36d7c0fcae20fc85d5e0a59,luggage_accessories,2017-09,2017-09-25 22:41:26,2018-08-14 23:23:38,12,1328.0,0.2456140350877193,0.9166666666666666,3.3846153846153846,19,60.5,False,True,False,True
058fd0aa2bfdb2274e05e1ae971dabb6,perfumery,2017-08,2017-08-03 11:36:18,2018-06-07 19:45:30,61,7667.9,1.081012658227848,0.9206349206349206,4.384615384615385,87,65.6,False,False,True,True
05a940b4ecae36cadfd8e93bd9c43257,cool_stuff,2017-07,2017-07-16 17:22:22,2018-02-19 15:20:06,10,952.0,0.1694915254237288,1.0,3.9,195,55.4,False,True,True,True
05aebce0b5c8f0d41b29b686f2d05fd3,garden_tools,2018-03,2018-03-05 16:24:44,2018-08-10 16:15:34,2,74.99000000000001,0.07734806629834254,0.5,5.0,23,59.4,False,False,False,False
05d2173d43ea568aa0540eba70d2ca76,auto,2017-09,2017-09-27 12:01:09,2018-08-12 20:44:16,62,5759.66,1.2764705882352942,0.9393939393939394,4.0,21,68.2,False,False,True,True
05f51e13da97139648b8125c31e5f51b,baby,2017-07,2017-07-10 16:09:38,2018-03-23 10:44:18,60,13769.01,1.002386634844869,0.85,4.095238095238095,163,58.5,False,True,True,True
05feb94f19d094d4b0f9281f0b1d4c99,garden_tools,2017-08,2017-08-14 08:05:48,2018-02-18 18:26:06,6,9353.0,0.10909090909090909,1.0,4.5,196,58.1,False,True,True,True
05ff92fedb5be47920fea08e501238b9,cool_stuff,2016-10,2016-10-04 16:02:18,2018-08-07 21:31:29,59,21992.78,0.5916905444126075,0.95,4.171875,26,66.2,False,False,False,True
062c325cd6a2b87845fab56b4ec2eeae,baby,2018-05,2018-05-07 11:48:13,2018-08-01 21:33:30,2,133.22,0.11864406779661017,1.0,5.0,32,69.1,False,False,True,False
062ce95fa2ad4dfaedfc79260130565f,furniture_decor,2017-01,2017-01-26 18:48:30,2017-09-10 00:14:56,55,7521.0,0.6592465753424658,0.9661016949152542,3.966666666666667,358,48.8,True,True,True,True
06532f10282704ef4c69168b914b77be,garden_tools,2017-03,2017-03-03 14:12:45,2017-08-18 16:26:37,8,10220.5,0.1021897810218978,1.0,4.222222222222222,380,47.3,True,True,True,True
06579cb253ecd5a3a12a9e6eb6bf8f47,housewares,2017-08,2017-08-03 17:47:10,2018-08-11 21:27:06,62,4727.2,1.0987341772151897,0.8428571428571429,3.763888888888889,22,64.3,False,True,True,True
066a6914e1ebf3ea95a216c73a986b91,sports_leisure,2016-10,2016-10-06 17:10:05,2018-08-10 12:12:35,68,9410.38,0.6839080459770115,0.9583333333333334,3.9726027397260273,23,65.9,False,False,False,True
0691148aee60ca47977c187804f935ae,sports_leisure,2017-11,2017-11-24 15:13:24,2018-08-27 08:56:49,47,5868.51,1.1666666666666667,0.9622641509433962,4.0,7,69.0,False,True,True,True
0692610d8abe24f287e9fae90ea0bbee,computers_accessories,2018-06,2018-06-02 11:14:09,2018-08-22 15:45:32,4,173.99,0.30434782608695654,0.75,4.0,11,60.9,False,True,True,False
06a2c3af7b3aee5d69171b0e14f0ee87,health_beauty,2018-01,2018-01-19 09:51:37,2018-08-22 11:49:11,392,36408.95,12.141592920353983,0.763681592039801,4.00250626566416,11,90.0,False,True,True,True
06bb3a2fe5e7b7a845b13e8fb91bd944,health_beauty,2017-09,2017-09-11 08:09:15,2018-07-04 22:45:03,17,1536.19,0.3333333333333333,1.0,4.611111111111111,60,66.6,False,True,True,True
06df0c10d34e459d9672bc77388742eb,sports_leisure,2018-03,2018-03-16 13:58:32,2018-08-06 19:44:03,26,9070.0,1.0705882352941176,0.9,4.366666666666666,27,68.1,False,True,True,True
06e5eefc71ec47ae763c5c6f8db7064f,computers_accessories,2017-04,2017-04-25 16:33:00,2018-08-22 17:14:07,92,22188.56,1.3010101010101012,0.978494623655914,3.903225806451613,11,69.2,False,True,True,True
07017df32dc5f2f1d2801e579548d620,telephony,2017-03,2017-03-08 15:00:44,2018-07-29 21:34:43,8,946.49,0.10313075506445672,1.0,4.111111111111111,35,64.4,False,True,True,True
070d165398b553f3b4b851c216b8a358,pet_shop,2017-08,2017-08-24 10:29:36,2018-08-16 14:21:35,32,3393.16,0.5989304812834224,0.868421052631579,3.5,17,61.7,False,True,True,True
0725b8c0f3f906e58f70cbe76b7c748c,housewares,2017-01,2017-01-20 17:23:00,2018-08-07 17:41:54,17,2190.3,0.20169491525423727,0.8055555555555556,3.575,26,58.7,False,True,True,True
0747d5bb69f0586cc869d8af4c50f93e,perfumery,2016-10,2016-10-06 13:39:20,2017-06-25 17:54:26,14,346.59999999999997,0.14080459770114942,0.9230769230769231,3.466666666666667,434,39.4,True,True,False,True
0761743cbffb25d7148189e9f1a5f03a,health_beauty,2017-11,2017-11-30 09:38:21,2018-02-02 18:42:02,3,241.2,0.07608695652173912,1.0,4.285714285714286,212,56.1,False,False,True,False
077c5fae4bea9500e3737b16f71b9d3a,housewares,2017-09,2017-09-19 12:44:23,2018-06-22 13:20:25,4,106.80000000000001,0.08045977011494253,1.0,4.666666666666667,72,65.2,False,False,True,False
0791d9fc1e30678ecf03d3e55fa108d3,housewares,2018-05,2018-05-15 14:03:08,2018-07-24 16:03:03,5,842.0,0.3181818181818182,1.0,2.727272727272727,40,58.1,False,True,True,True
07a9bc7f61396b658ddf3ac534efe44c,toys,2017-06,2017-06-26 11:44:22,2017-06-26 11:44:22,1,119.9,0.016166281755196306,1.0,3.5,433,40.6,True,False,False,False
07bf9669d84d1f11be443a9dd938f698,kitchen_dining_laundry_garden_furniture,2017-03,2017-03-08 16:34:25,2018-06-27 09:01:34,18,1776.0,0.23204419889502764,1.0,3.25,68,58.9,False,True,False,True
07d75e33f2750d97d467fb57e4dfdd8a,computers_accessories,2018-03,2018-03-06 09:17:21,2018-05-07 09:49:04,2,722.4,0.07777777777777778,1.0,2.5,118,52.0,False,False,True,False
07de60b03d150fb3ea09eab5da5e4c8b,bed_bath_table,2018-01,2018-01-31 23:06:27,2018-08-18 20:44:06,9,719.1,0.29439252336448596,0.8888888888888888,4.333333333333333,15,65.1,False,True,False,True
07e8e8fc5222bb358e6f259da3197074,unknown,2018-02,2018-02-21 06:27:09,2018-08-08 22:13:19,2,51.8,0.07216494845360824,1.0,4.0,25,64.2,False,False,False,False
080102cd0a76b09e0dcf55fcacc60e05,computers_accessories,2017-07,2017-07-23 11:22:00,2018-08-26 16:26:52,124,5716.78,2.1379310344827585,0.9609375,4.492307692307692,7,75.4,False,True,True,True
080199a181c46c657dc5aa235411be3b,auto,2017-09,2017-09-20 05:02:16,2018-08-24 11:43:17,79,14504.2,1.589080459770115,0.9759036144578314,4.609756097560975,9,73.9,False,True,True,True
08061dc0fc165ed41288cc7acde738ee,computers_accessories,2017-03,2017-03-23 00:48:00,2017-11-14 12:48:34,4,123.80000000000001,0.052930056710775046,0.75,4.5,292,48.0,True,False,False,False
08084d990eb3f53af056ccbc1730c8a7,electronics,2018-02,2018-02-08 07:04:45,2018-08-14 20:56:45,12,372.5,0.40579710144927533,1.0,4.454545454545454,19,68.2,False,True,True,True
081acf3de680d554796c9cf041be7bc2,furniture_decor,2017-11,2017-11-27 14:39:18,2018-05-23 18:30:11,4,1597.3,0.1003584229390681,0.875,4.125,102,58.5,False,False,True,False
082e0bf4cb865a6533b1e8e498cc0255,garden_tools,2017-10,2017-10-29 13:42:54,2018-08-17 07:09:44,11,2073.3,0.25,0.8695652173913043,3.3043478260869565,17,59.3,False,False,True,True
085f6f7e049c996695fb2074fe38d45e,housewares,2018-02,2018-02-26 14:22:19,2018-05-02 15:25:10,6,305.4,0.22340425531914893,1.0,3.625,123,58.0,False,True,True,True
08633c14ef2db992c11f840f04fad4cd,sports_leisure,2017-12,2017-12-13 09:15:58,2018-08-24 14:57:19,74,7644.3,1.9695817490494298,0.9381443298969072,4.237113402061856,9,72.9,False,True,True,True
0873d9f8f36123f8d910f4760e788cfb,telephony,2018-05,2018-05-07 20:22:07,2018-08-14 14:19:51,6,7265.59,0.3559322033898305,0.5,3.1666666666666665,19,51.6,False,True,True,True
0885aaf116795758dfeb5f1032487bcd,bed_bath_table,2017-12,2017-12-14 21:06:57,2018-08-19 17:17:45,28,2648.0,0.748091603053435,0.9655172413793104,4.2,14,67.9,False,False,True,True
0887a9f087bcd5d9f6642b52f897fc6c,telephony,2017-02,2017-02-02 15:22:02,2017-08-05 13:51:38,12,1642.0,0.14558058925476602,0.9166666666666666,4.416666666666667,393,46.1,True,True,True,True
08cdbae123ff67ca4e36d9d641ce0119,furniture_living_room,2018-02,2018-02-20 08:12:25,2018-07-29 15:29:19,4,3098.99,0.14358974358974358,0.3333333333333333,2.4285714285714284,35,42.8,True,True,False,False
08d0949a9a17c027262db1f3c450c26c,furniture_decor,2017-08,2017-08-21 13:38:52,2018-08-23 00:54:22,12,324.79999999999995,0.22281167108753316,1.0,3.5384615384615383,11,63.3,False,False,False,True
08d2d642cf72b622b14dde1d2f5eb2f5,stationery,2017-02,2017-02-12 21:40:53,2017-12-06 08:31:25,17,914.0,0.20987654320987653,0.85,4.428571428571429,271,51.4,False,False,True,True
091065b789659bc3cd9af9cb3a6253ff,cool_stuff,2017-10,2017-10-15 13:01:37,2018-01-18 17:13:29,2,1359.0,0.043478260869565216,1.0,3.5,227,51.3,False,False,False,False
0936e1837d0c79253456bbb2ffaaef10,garden_tools,2017-04,2017-04-11 22:09:31,2017-04-11 22:09:31,1,38.9,0.0137524557956778,1.0,5.0,509,44.2,True,False,False,False
093805f8f2aeb63881444571e1f48f30,health_beauty,2017-08,2017-08-31 20:38:35,2018-01-30 12:01:37,22,1215.79,0.4196185286103542,0.9629629629629629,3.814814814814815,215,54.3,False,True,True,True
094ced053e257ae8cae57205592d6712,health_beauty,2018-04,2018-04-04 20:43:55,2018-07-30 10:59:07,19,1519.2,0.8807947019867549,1.0,4.052631578947368,34,67.4,False,True,True,True
09883d9ab71c8fe8a9bfc7fc3075b07e,health_beauty,2017-04,2017-04-25 17:46:45,2017-11-24 10:37:12,5,329.5,0.07070707070707072,0.75,3.4,282,43.1,True,False,True,True
099095b050cfe8eb1ddff5317587e96e,housewares,2017-12,2017-12-16 09:01:56,2018-08-13 18:43:30,17,5193.83,0.4559386973180077,0.8421052631578947,2.95,20,57.7,False,False,True,True
09f952a5f58d2285b0372551ae8f9b01,furniture_decor,2017-09,2017-09-15 09:24:57,2018-08-24 22:21:24,50,11821.5,0.9943181818181819,0.9464285714285714,3.875,9,67.2,False,True,True,True
0a82f5fb06a4fe4ac2cf7cb412ec71b8,construction_tools_construction,2018-02,2018-02-03 13:14:01,2018-03-31 12:09:05,2,462.0,0.06635071090047394,1.0,5.0,155,62.6,False,False,True,False
0a85ebe4e328db81ac9109781205e2f7,furniture_decor,2018-05,2018-05-11 10:18:31,2018-08-24 15:40:41,12,667.9,0.736842105263158,0.9166666666666666,4.583333333333333,9,69.1,False,False,True,True
0aa2205ca24f113f4658a5c536667426,stationery,2018-04,2018-04-18 11:16:54,2018-08-14 17:39:49,4,815.62,0.2043795620437956,1.0,2.8181818181818183,19,59.2,False,True,False,False
0ac4201fda2c68ebc0e47cb9423cf3c9,health_beauty,2017-06,2017-06-19 08:18:34,2018-06-17 13:20:11,13,1676.88,0.20634920634920634,0.9285714285714286,4.333333333333333,77,62.4,False,True,True,True
0ad80de75c811326389cfb1daba7d45e,toys,2017-10,2017-10-19 08:38:00,2018-01-05 20:37:59,6,1449.4,0.13166144200626959,1.0,5.0,240,58.5,False,True,True,True
0adac9fbd9a2b63cccaac4f8756c1ca8,housewares,2017-01,2017-01-22 20:25:54,2018-08-16 20:56:16,110,15960.95,1.3095238095238095,0.9477611940298507,3.887323943661972,17,68.2,False,True,True,True
0ade5cc4a305ed7093a23f68ca47519c,auto,2017-11,2017-11-24 09:11:25,2018-01-21 14:20:45,2,158.88,0.04964539007092199,1.0,5.0,224,59.0,False,False,True,False
0aea4c6ae1505b3228ddf3dd7822ee5b,watches_gifts,2017-10,2017-10-09 20:23:13,2018-04-30 07:04:12,8,1427.91,0.17073170731707318,0.75,3.875,126,53.8,False,False,True,True
0af977692321d895349eded183341d28,pet_shop,2018-04,2018-04-01 02:54:21,2018-08-20 16:20:58,2,257.75,0.0903225806451613,1.0,4.5,13,67.4,False,False,False,False
0afccdb8a34ee5c79f7c06faf2b4d56e,telephony,2017-04,2017-04-05 11:04:33,2018-04-07 13:48:17,25,1225.5,0.33980582524271846,0.9166666666666666,4.041666666666667,148,57.6,False,True,True,True
0b09101900100c0e9d312861fad5a1b9,furniture_decor,2017-01,2017-01-27 14:59:17,2017-01-27 14:59:17,1,153.75,0.012006861063464836,1.0,4.0,583,35.4,True,False,False,False
0b0ddbc7b9d9584f442c7ac92b0ff6c9,auto,2018-03,2018-03-30 20:29:47,2018-06-04 23:21:42,3,1416.76,0.1346153846153846,1.0,4.666666666666667,90,64.5,False,True,True,False
0b18d63d0cd1d723567903fd34a07df2,auto,2017-04,2017-04-11 14:30:03,2018-06-12 23:52:24,9,1678.14,0.12377210216110021,1.0,4.785714285714286,82,65.5,False,False,True,True
0b1ca3ef18a63d7eb0c8897fa0849c08,health_beauty,2018-04,2018-04-12 00:10:10,2018-04-12 00:10:10,1,55.0,0.048611111111111105,1.0,5.0,144,63.0,False,False,False,False
0b35c634521043bf4b47e21547b99ab5,construction_tools_construction,2017-12,2017-12-07 11:06:04,2018-08-12 02:11:20,51,13533.65,1.3271375464684014,0.8831168831168831,3.4935064935064934,22,64.7,False,True,True,True
0b36063d5818f81ccb94b54adfaebbf5,garden_tools,2017-01,2017-01-30 21:44:49,2017-01-30 21:44:49,1,765.0,0.01206896551724138,1.0,5.0,580,40.6,True,False,False,False
0b3f27369a4d8df98f7eb91077e438ac,furniture_decor,2017-11,2017-11-13 15:19:44,2017-11-22 18:38:11,2,146.51,0.04778156996587031,1.0,3.6666666666666665,284,49.2,False,True,False,False
0b46f784306be7200ca1700aa55d819f,auto,2017-03,2017-03-19 08:36:36,2017-03-19 08:36:36,1,19.9,0.013133208255159476,1.0,5.0,533,43.0,True,False,False,False
0b64bcdb0784abc139af04077d49a20e,health_beauty,2018-04,2018-04-06 19:54:30,2018-07-13 10:56:30,4,137.6,0.18791946308724833,1.0,4.75,51,67.1,False,False,True,False
0b90b6df587eb83608a64ea8b390cf07,computers_accessories,2017-10,2017-10-24 14:48:29,2018-08-16 22:03:02,164,28592.32,3.6677316293929714,0.9665071770334929,4.0,17,79.0,False,True,True,True
0bae85eb84b9fb3bd773911e89288d54,housewares,2017-03,2017-03-24 21:48:54,2018-08-21 20:24:33,137,7482.21,1.8197343453510435,0.993103448275862,4.205479452054795,12,73.1,False,False,True,True
0bb27263628258b8111a0262769fa9db,housewares,2017-04,2017-04-01 17:24:26,2017-04-01 17:24:26,1,22.2,0.013487475915221581,1.0,5.0,519,43.7,True,False,False,False
0bb738e4d789e63e2267697c42d35a2d,industry_commerce_and_business,2017-02,2017-02-01 12:59:24,2018-06-20 06:58:43,30,2388.3,0.3633217993079585,0.9655172413793104,4.580645161290323,75,65.1,False,False,True,True
0be8ff43f22e456b4e0371b2245e4d01,sports_leisure,2017-05,2017-05-09 10:57:58,2018-08-29 10:22:35,161,11805.5,2.343035343035343,0.9371428571428572,3.8944444444444444,4,72.9,False,True,True,True
0bf0150d5b9d60d9cd2906003332f085,furniture_decor,2017-02,2017-02-16 23:15:22,2018-07-14 14:08:11,39,5774.6,0.48490230905861453,0.8064516129032258,3.711864406779661,50,59.4,False,True,True,True
0bfd0b434243adc5c2e1aa6baf19c6aa,housewares,2017-10,2017-10-23 22:16:49,2018-02-03 23:27:28,6,371.20000000000005,0.1337579617834395,1.0,3.6666666666666665,211,53.3,False,True,True,True
0c7533c71df861ec58ad7ff999ed0e8d,perfumery,2017-07,2017-07-11 23:14:57,2018-07-28 10:25:00,61,2989.3,1.0215311004784688,0.958904109589041,4.04054054054054,36,67.0,False,True,True,True
0c7f30ae9b147eca07affbef92832a6a,computers_accessories,2017-03,2017-03-03 11:02:44,2017-04-17 20:12:02,5,479.5,0.06386861313868612,1.0,5.0,503,44.7,True,True,True,True
0c8380b62e38e8a1e6adbeba7eb9688c,bed_bath_table,2016-10,2016-10-04 17:25:09,2018-08-21 10:38:28,182,17348.79,1.8252148997134672,0.9495412844036697,4.040909090909091,12,71.4,False,True,False,True
